Assembly	# contigs (>= 0 bp)	# contigs (>= 1000 bp)	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 0 bp)	Total length (>= 1000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	Reference length	GC (%)	Reference GC (%)	N50	NG50	N90	NG90	auN	auNG	L50	LG50	L90	LG90	# unaligned contigs	Unaligned length	# N's per 100 kbp	QuastReferenceSequence	# misassemblies	# misassembled contigs	Misassembled contigs length	# local misassemblies	# scaffold gap ext. mis.	# scaffold gap loc. mis.	# unaligned mis. contigs	Genome fraction (%)	Duplication ratio	# mismatches per 100 kbp	# indels per 100 kbp	Largest alignment	Total aligned length	NA50	NGA50	NA90	NGA90	auNA	auNGA	LA50	LGA50	LA90	LGA90	ToolName	QuastType	SRAssemblerUsed
KP_NORM_BLD_2014_100833.plasmid	27	27	14	9	2	0	213616	213616	176166	143589	53656	0	27	28284	213616	291526	53.01	53.09	10920	8249	4082	-	14431.4	10574.6	6	10	18	-	0 + 0 part	0	0.0	KP_NORM_BLD_2014_100833__allPlasmids	0.0	0.0	0.0	0.0	0.0	0.0	0.0	73.199	1.001	7.02	2.81	28284.0	213616.0	10920	8249	4082	-	14431.4	10574.6	6	10	18	-	Platon	CombinedPlasmids	spades
KGVETS-2019-01-2116.plasmid	4	4	2	2	2	2	157747	157747	148626	148626	148626	148626	4	81966	157747	160222	52.36	52.41	81966	81966	66660	66660	71022.8	69925.6	1	1	2	2	0 + 0 part	0	0.0	KGVETS-2019-01-2116__allPlasmids	0.0	0.0	0.0	0.0	0.0	0.0	0.0	98.518	0.999	0.0	0.63	81966.0	157747.0	81966	81966	66660	66660	71022.8	69925.6	1	1	2	2	Platon	CombinedPlasmids	spades
KGVETS-2019-01-2303.plasmid	4	4	2	2	2	1	149115	149115	143014	143014	143014	95859	4	95859	149115	162526	52.59	52.47	95859	95859	47155	4718	76697.3	70368.5	1	1	2	3	0 + 0 part	0	0.0	KGVETS-2019-01-2303__allPlasmids	0.0	0.0	0.0	0.0	0.0	0.0	0.0	91.744	1.0	0.0	0.67	95859.0	149115.0	95859	95859	47155	4718	76697.3	70368.5	1	1	2	3	Platon	CombinedPlasmids	spades
KGVETS-2019-01-3187.plasmid	2	2	2	1	1	1	134112	134112	134112	127105	127105	127105	2	127105	134112	134614	50.44	50.48	127105	127105	127105	127105	120830.2	120379.6	1	1	1	1	0 + 0 part	0	0.0	KGVETS-2019-01-3187__allPlasmids	0.0	0.0	0.0	0.0	0.0	0.0	0.0	99.627	1.0	0.0	0.0	127105.0	134112.0	127105	127105	127105	127105	120830.2	120379.6	1	1	1	1	Platon	CombinedPlasmids	spades
KGVETS-2019-01-2871.plasmid	1	1	1	1	1	1	112182	112182	112182	112182	112182	112182	1	112182	112182	112055	49.01	49.0	112182	112182	112182	112182	112182.0	112309.1	1	1	1	1	0 + 0 part	0	0.0	KGVETS-2019-01-2871__allPlasmids	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	1.001	0.0	0.89	112182.0	112182.0	112182	112182	112182	112182	112182.0	112309.1	1	1	1	1	Platon	CombinedPlasmids	spades
KGVETS-2019-01-3162.plasmid	5	5	5	4	3	3	245549	245549	245549	236069	212111	212111	5	107410	245549	282160	49.82	49.73	54106	54106	23958	-	72034.8	62688.1	2	2	4	-	0 + 0 part	0	0.0	KGVETS-2019-01-3162__allPlasmids	0.0	0.0	0.0	0.0	0.0	0.0	0.0	86.98	1.001	0.0	0.41	107410.0	245549.0	54106	54106	23958	-	72034.8	62688.1	2	2	4	-	Platon	CombinedPlasmids	spades
KGVETS-2019-01-3185.plasmid	8	8	8	5	3	1	183914	183914	183914	163508	140152	50843	8	50843	183914	382321	50.77	50.25	48641	-	9421	-	38219.2	18385.2	2	-	6	-	0 + 1 part	4399	0.0	KGVETS-2019-01-3185__allPlasmids	1.0	1.0	10653.0	0.0	0.0	0.0	0.0	45.345	1.035	49.02	2.23	50843.0	179515.0	48641	-	6095	-	37742.5	18155.9	2	-	6	-	Platon	CombinedPlasmids	spades
KGVETS-2019-01-326.plasmid	8	8	5	4	2	1	140142	140142	133894	125436	90076	64844	8	64844	140142	188202	49.39	49.44	25232	19010	8458	-	39643.4	29519.9	2	3	5	-	0 + 0 part	0	0.0	KGVETS-2019-01-326__allPlasmids	1.0	1.0	64844.0	0.0	0.0	0.0	0.0	74.495	1.0	36.39	1.43	43528.0	140142.0	21316	19010	8458	-	26401.9	19659.8	3	4	6	-	Platon	CombinedPlasmids	spades
KP_NORM_BLD_2014_100848.plasmid	14	14	7	3	2	2	186504	186504	167531	138049	124388	124388	14	62581	186504	246725	52.29	52.52	61807	61807	4466	-	44017.4	33273.6	2	2	8	-	0 + 0 part	0	0.0	KP_NORM_BLD_2014_100848__allPlasmids	0.0	0.0	0.0	0.0	0.0	0.0	0.0	75.542	1.001	0.0	0.0	62581.0	186504.0	61807	61807	4466	-	44017.4	33273.6	2	2	8	-	Platon	CombinedPlasmids	spades
KP_NORM_URN_107976.plasmid	19	19	10	6	3	2	386526	386526	360008	333895	293181	266890	19	211778	386526	476579	47.99	48.8	211778	55112	6061	-	127858.1	103698.4	1	2	8	-	0 + 1 part	1362	0.0	KP_NORM_URN_107976__allPlasmids	1.0	1.0	10427.0	0.0	0.0	0.0	0.0	80.808	1.0	7.27	5.71	211778.0	385164.0	211778	55112	5823	-	127727.1	103592.1	1	2	9	-	Platon	CombinedPlasmids	spades
KGVETS-2019-01-4908.plasmid	6	6	3	2	1	1	141424	141424	130135	124742	106326	106326	6	106326	141424	117668	48.09	49.28	106326	106326	5393	106326	82875.5	99607.3	1	1	3	1	1 + 1 part	22909	0.0	KGVETS-2019-01-4908__allPlasmids	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	1.007	7.59	5.91	106326.0	118515.0	106326	106326	-	106326	80313.2	96527.6	1	1	-	1	Platon	CombinedPlasmids	spades
KGVETS-2019-01-5108.plasmid	8	8	5	4	2	0	122589	122589	116341	107883	69395	0	8	42789	122589	191910	49.75	49.46	26606	19009	8458	-	27450.7	17535.1	2	4	5	-	0 + 0 part	0	0.0	KGVETS-2019-01-5108__allPlasmids	0.0	0.0	0.0	0.0	0.0	0.0	0.0	63.878	1.0	0.0	0.0	42789.0	122589.0	26606	19009	8458	-	27450.7	17535.1	2	4	5	-	Platon	CombinedPlasmids	spades
KGVETS-2019-01-3793.plasmid	3	3	2	2	2	2	127392	127392	124657	124657	124657	124657	3	65186	127392	155822	50.86	49.6	65186	59471	59471	-	61177.3	50015.4	1	2	2	-	0 + 0 part	0	0.0	KGVETS-2019-01-3793__allPlasmids	0.0	0.0	0.0	1.0	0.0	0.0	0.0	81.49	1.003	5.49	0.0	65186.0	127392.0	65186	59471	59471	-	61177.3	50015.4	1	2	2	-	Platon	CombinedPlasmids	spades
KP_NORM_BLD_2014_101320.plasmid	14	14	7	6	3	1	194176	194176	178694	171997	134853	51936	14	51936	194176	221089	51.44	51.4	41375	41375	6697	-	34408.9	30220.4	3	3	7	-	1 + 0 part	1851	0.0	KP_NORM_BLD_2014_101320__allPlasmids	0.0	0.0	0.0	0.0	0.0	0.0	0.0	86.988	1.0	7.28	2.08	51936.0	192325.0	41375	41375	6697	-	34391.3	30204.9	3	3	7	-	Platon	CombinedPlasmids	spades
KP_NORM_BLD_114453.plasmid	2	2	2	2	2	1	164458	164458	164458	164458	164458	124122	2	124122	164458	189360	51.7	51.09	124122	124122	40336	-	103572.1	89951.8	1	1	2	-	0 + 0 part	0	0.0	KP_NORM_BLD_114453__allPlasmids	0.0	0.0	0.0	0.0	0.0	0.0	0.0	86.73	1.001	15.2	1.22	124122.0	164434.0	124122	124122	40312	-	103560.4	89941.5	1	1	2	-	Platon	CombinedPlasmids	spades
KP_NORM_BLD_2014_101821.plasmid	18	18	7	1	0	0	81571	81571	51177	11126	0	0	18	11126	81571	94680	51.43	51.98	5211	5196	2437	-	6114.3	5267.8	6	7	14	-	0 + 0 part	0	0.0	KP_NORM_BLD_2014_101821__allPlasmids	0.0	0.0	0.0	0.0	0.0	0.0	0.0	85.755	1.005	0.0	3.68	11126.0	81571.0	5211	5196	2437	-	6114.3	5267.8	6	7	14	-	Platon	CombinedPlasmids	spades
KP_NORM_BLD_113315.plasmid	11	11	9	8	4	1	215847	215847	211753	206280	138580	52384	11	52384	215847	228252	49.98	50.1	25928	25602	16165	11419	30155.1	28516.3	3	4	7	8	0 + 0 part	0	0.0	KP_NORM_BLD_113315__allPlasmids	0.0	0.0	0.0	0.0	0.0	0.0	0.0	94.49	1.001	0.93	2.32	52384.0	215847.0	25928	25602	16165	11419	30155.1	28516.3	3	4	7	8	Platon	CombinedPlasmids	spades
KP_NORM_BLD_112590.plasmid	16	16	9	7	2	1	209293	209293	192267	177057	92426	62385	16	62385	209293	235158	52.62	53.04	22452	16573	7183	-	30787.3	27401.0	3	4	9	-	1 + 6 part	40385	0.0	KP_NORM_BLD_112590__allPlasmids	0.0	0.0	0.0	0.0	0.0	0.0	3.0	70.516	1.019	47.36	2.96	62385.0	168908.0	22452	16373	-	-	28268.0	25158.8	3	4	-	-	Platon	CombinedPlasmids	spades
KGVETS-2019-01-4548.plasmid	11	11	8	5	1	0	151427	151427	145179	121642	40519	0	11	40519	151427	348990	47.75	48.62	20298	-	8458	-	23142.1	10041.4	3	-	7	-	0 + 0 part	0	0.0	KGVETS-2019-01-4548__allPlasmids	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43.337	1.001	92.45	7.26	40519.0	151427.0	20298	-	8458	-	23142.1	10041.4	3	-	7	-	Platon	CombinedPlasmids	spades
KP_NORM_BLD_115351.plasmid	16	16	11	6	1	1	217269	217269	206888	174100	86090	86090	16	86090	217269	275046	51.22	51.6	23682	19188	5969	-	42883.2	33875.0	2	4	9	-	1 + 2 part	14024	0.0	KP_NORM_BLD_115351__allPlasmids	0.0	0.0	0.0	0.0	0.0	0.0	1.0	73.637	1.004	13.78	0.49	86090.0	203245.0	23682	19188	5162	-	42285.2	33402.7	2	4	10	-	Platon	CombinedPlasmids	spades
KP_NORM_BLD_112922.plasmid	27	27	17	9	3	2	343971	343971	320485	261269	176240	129080	27	66370	343971	455161	50.95	51.48	47160	14280	6423	-	35809.0	27061.3	3	7	16	-	0 + 1 part	8172	0.0	KP_NORM_BLD_112922__allPlasmids	1.0	1.0	62710.0	0.0	0.0	0.0	0.0	73.652	1.002	17.57	0.89	66370.0	335799.0	47160	14280	4281	-	34337.5	25949.3	3	7	17	-	Platon	CombinedPlasmids	spades
KP_NORM_BLD_2014_103381.plasmid	13	13	6	5	2	1	187705	187705	169476	162799	116255	72679	13	72679	187705	198047	51.71	51.86	43576	43576	6677	2710	42744.8	40512.6	2	2	6	9	1 + 0 part	2084	0.0	KP_NORM_BLD_2014_103381__allPlasmids	0.0	0.0	0.0	0.0	0.0	0.0	0.0	93.7	1.0	1.08	2.69	72679.0	185621.0	43576	43576	6677	2710	42721.6	40490.7	2	2	6	9	Platon	CombinedPlasmids	spades
KP_NORM_BLD_2014_102946.plasmid	19	19	12	8	3	2	245051	245051	229642	202557	137715	104743	19	53432	245051	309863	51.62	51.85	32972	14029	5682	-	31294.4	24748.8	3	5	11	-	0 + 0 part	0	0.0	KP_NORM_BLD_2014_102946__allPlasmids	0.0	0.0	0.0	0.0	0.0	0.0	0.0	79.047	1.0	0.82	0.82	53432.0	245051.0	32972	14029	5682	-	31294.4	24748.8	3	5	11	-	Platon	CombinedPlasmids	spades
KP_NORM_BLD_14222.plasmid	10	10	5	3	0	0	84512	84512	69703	54169	0	0	10	20986	84512	206200	49.05	51.25	13356	-	3676	-	14073.2	5767.9	3	-	7	-	0 + 2 part	4946	0.0	KP_NORM_BLD_14222__allPlasmids	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.231	1.009	94.26	31.42	20986.0	79566.0	13356	-	3676	-	13899.5	5696.8	3	-	7	-	Platon	CombinedPlasmids	spades
KP_NORM_BLD_2005_1167.plasmid	19	19	13	8	3	3	370842	370842	354895	321261	235426	235426	19	111065	370842	373869	49.3	49.37	51425	51425	7290	7290	59686.1	59202.8	3	3	10	10	0 + 0 part	0	0.0	KP_NORM_BLD_2005_1167__allPlasmids	1.0	1.0	7290.0	0.0	0.0	0.0	0.0	98.751	1.004	0.81	0.81	111065.0	370842.0	51425	51425	5816	5816	59625.3	59142.5	3	3	10	10	Platon	CombinedPlasmids	spades
KP_NORM_BLD_2014_104014.plasmid	35	35	21	12	6	2	498194	498194	464277	399954	322563	167992	35	113198	498194	600385	48.38	49.06	41446	26132	6108	-	47558.8	39463.8	4	6	19	-	2 + 0 part	3770	0.0	KP_NORM_BLD_2014_104014__allPlasmids	1.0	1.0	7827.0	1.0	0.0	0.0	0.0	82.264	1.001	5.26	1.21	113198.0	494424.0	41446	26132	5485	-	47487.6	39404.7	4	6	19	-	Platon	CombinedPlasmids	spades
KP_NORM_BLD_2013_91444.plasmid	30	30	10	7	4	3	324015	324015	270448	251713	214418	183371	30	68839	324015	346203	51.88	51.99	54573	54573	3939	2011	40246.2	37666.9	3	3	15	22	0 + 0 part	0	0.0	KP_NORM_BLD_2013_91444__allPlasmids	0.0	0.0	0.0	0.0	0.0	0.0	0.0	93.3	1.003	3.39	2.16	68839.0	324015.0	54573	54573	3939	2011	40246.2	37666.9	3	3	15	22	Platon	CombinedPlasmids	spades
KP_NORM_BLD_2007_48102.plasmid	13	13	6	6	4	2	258027	258027	240956	240956	202215	109816	13	56145	258027	315549	50.81	51.92	47354	45045	17007	-	43104.8	35247.1	3	4	6	-	2 + 0 part	3521	0.0	KP_NORM_BLD_2007_48102__allPlasmids	0.0	0.0	0.0	0.0	0.0	0.0	0.0	80.646	1.0	7.86	0.39	56145.0	254477.0	47354	45045	17007	-	43079.5	35226.5	3	4	6	-	Platon	CombinedPlasmids	spades
KP_NORM_BLD_2013_88977.plasmid	7	7	7	4	2	1	169590	169590	169590	147175	122827	73471	7	73471	169590	164148	51.18	51.13	49356	49356	9122	9122	48975.8	50599.5	2	2	5	5	0 + 2 part	12679	0.0	KP_NORM_BLD_2013_88977__allPlasmids	0.0	0.0	0.0	0.0	0.0	0.0	0.0	95.217	1.004	4.46	0.0	73471.0	156911.0	49356	49356	9122	9122	48436.3	50042.1	2	2	5	5	Platon	CombinedPlasmids	spades
KP_NORM_BLD_2015_111587.plasmid	30	30	11	8	3	0	275694	275694	231609	212115	130888	0	30	48844	275694	292562	52.64	52.74	21742	21742	3813	1831	26982.0	25426.3	4	4	15	21	0 + 1 part	2442	0.0	KP_NORM_BLD_2015_111587__allPlasmids	2.0	2.0	14251.0	0.0	0.0	0.0	1.0	92.174	1.012	19.05	1.1	48844.0	273001.0	21578	21578	2847	1356	26815.2	25269.2	4	4	16	24	Platon	CombinedPlasmids	spades
KP_NORM_URN_56668.plasmid	11	11	9	5	0	0	115378	115378	112827	83220	0	0	11	24495	115378	203130	49.91	51.33	15565	8794	5714	-	14941.5	8486.8	3	7	8	-	0 + 0 part	0	0.0	KP_NORM_URN_56668__allPlasmids	0.0	0.0	0.0	0.0	0.0	0.0	0.0	56.796	1.0	0.0	0.87	24495.0	115378.0	15565	8794	5714	-	14941.5	8486.8	3	7	8	-	Platon	CombinedPlasmids	spades
KP_NORM_BLD_2015_108843.plasmid	39	39	25	13	7	0	456136	456136	420927	329398	229263	0	39	40778	456136	492567	49.16	49.26	26661	22816	6040	2273	22477.9	20815.4	7	8	24	32	0 + 0 part	0	0.0	KP_NORM_BLD_2015_108843__allPlasmids	0.0	0.0	0.0	1.0	0.0	0.0	0.0	92.409	1.001	0.22	0.88	40778.0	455821.0	26661	22816	6040	2273	22469.5	20807.6	7	8	24	32	Platon	CombinedPlasmids	spades
KP_NORM_BLD_225.plasmid	1	1	1	1	1	1	111089	111089	111089	111089	111089	111089	1	111089	111089	218358	49.08	51.55	111089	111089	111089	-	111089.0	56516.2	1	1	1	-	1 + 0 part	111089	0.0	KP_NORM_BLD_225__allPlasmids																								Platon	CombinedPlasmids	spades
KP_NORM_BLD_2015_112126.plasmid	34	34	21	14	5	2	483734	483734	451219	406064	272180	159847	34	96466	483734	556908	48.38	49.02	38882	23509	6619	-	41863.4	36362.9	4	6	18	-	1 + 0 part	2310	0.0	KP_NORM_BLD_2015_112126__allPlasmids	0.0	0.0	0.0	0.0	0.0	0.0	0.0	86.214	1.003	1.87	0.42	96466.0	481424.0	38882	23509	6619	-	41852.4	36353.3	4	6	18	-	Platon	CombinedPlasmids	spades
KP_NORM_BLD_2015_115359.plasmid	6	6	4	3	2	1	263709	263709	258306	250258	225493	199730	6	199730	263709	265959	51.18	51.32	199730	199730	24765	24765	156433.9	155110.5	1	1	3	3	0 + 0 part	0	0.0	KP_NORM_BLD_2015_115359__allPlasmids	0.0	0.0	0.0	0.0	0.0	0.0	0.0	99.127	1.0	0.38	0.76	199730.0	263709.0	199730	199730	24765	24765	156433.9	155110.5	1	1	3	3	Platon	CombinedPlasmids	spades
KP_NORM_BLD_2014_96855.plasmid	14	14	11	9	6	3	441791	441791	432103	418558	378273	263711	14	110597	441791	449133	50.41	50.47	50568	50568	13578	13578	69036.3	67907.7	3	3	8	8	0 + 0 part	0	0.0	KP_NORM_BLD_2014_96855__allPlasmids	0.0	0.0	0.0	0.0	0.0	0.0	0.0	98.33	1.0	7.92	1.58	110597.0	441739.0	50516	50516	13578	13578	69024.4	67896.0	3	3	8	8	Platon	CombinedPlasmids	spades
KP_NORM_BLD_2254.plasmid	8	8	4	2	1	1	146862	146862	134123	120407	105845	105845	8	105845	146862	110962	51.56	49.07	105845	105845	5266	105845	78706.0	104170.1	1	1	4	1	8 + 0 part	146862	0.0	KP_NORM_BLD_2254__allPlasmids																								Platon	CombinedPlasmids	spades
NK_H12_100.plasmid	9	9	5	3	2	0	90094	90094	80088	69157	58867	0	9	31713	90094	219762	51.35	50.76	27154	-	3326	-	21487.3	8809.0	2	-	6	-	1 + 0 part	3326	0.0	NK_H12_100__allPlasmids	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.428	1.0	1.15	0.0	31592.0	86647.0	27154	-	3066	-	21279.5	8723.8	2	-	6	-	Platon	CombinedPlasmids	spades
KP_NORM_BLD_2395.plasmid	4	4	3	2	2	2	138131	138131	135963	129432	129432	129432	4	68499	138131	139805	51.52	51.54	60933	60933	60933	60933	61190.4	60457.8	2	2	2	2	0 + 0 part	0	0.0	KP_NORM_BLD_2395__allPlasmids	0.0	0.0	0.0	0.0	0.0	0.0	0.0	98.785	1.0	0.0	0.0	68499.0	138131.0	60933	60933	60933	60933	61190.4	60457.8	2	2	2	2	Platon	CombinedPlasmids	spades
KP_NORM_BLD_2497.plasmid	6	6	4	2	2	1	199218	199218	193762	180113	180113	136445	6	136445	199218	209458	52.21	51.68	136445	136445	43668	5967	103574.4	98510.8	1	1	2	4	0 + 0 part	0	0.0	KP_NORM_BLD_2497__allPlasmids	0.0	0.0	0.0	0.0	0.0	0.0	0.0	94.99	1.001	0.0	0.5	136445.0	199218.0	136445	136445	43668	5967	103574.4	98510.8	1	1	2	4	Platon	CombinedPlasmids	spades
NK_H12_053.plasmid	28	28	13	7	1	0	216583	216583	167883	128169	37198	0	28	37198	216583	272626	50.01	50.71	12219	9394	3676	-	15391.4	12227.4	6	8	20	-	0 + 1 part	1175	0.0	NK_H12_053__allPlasmids	0.0	0.0	0.0	0.0	0.0	0.0	0.0	78.797	1.002	1.86	1.39	37010.0	215208.0	12219	9394	3600	-	15291.5	12148.1	6	8	20	-	Platon	CombinedPlasmids	spades
KP_NORM_BLD_231.plasmid	19	19	9	7	3	1	226243	226243	204509	193287	131800	57595	19	57595	226243	265292	50.52	50.96	27692	21949	5486	-	32743.8	27924.2	3	4	9	-	0 + 0 part	0	0.0	KP_NORM_BLD_231__allPlasmids	2.0	2.0	68462.0	0.0	0.0	0.0	0.0	85.121	1.002	4.86	0.0	57595.0	226243.0	27692	19248	4878	-	29379.2	25054.8	3	4	11	-	Platon	CombinedPlasmids	spades
KP_NORM_BLD_2799.plasmid	3	3	2	2	1	1	116863	116863	113317	113317	90912	90912	3	90912	116863	96213	48.91	51.56	90912	90912	22405	90912	75126.9	91251.2	1	1	2	1	1 + 0 part	22405	0.0	KP_NORM_BLD_2799__allPlasmids	0.0	0.0	0.0	0.0	0.0	0.0	0.0	98.176	1.0	0.0	0.0	90912.0	94458.0	90912	90912	-	90912	70831.4	86033.8	1	1	-	1	Platon	CombinedPlasmids	spades
KP_NORM_BLD_2508.plasmid	9	9	6	3	2	1	127717	127717	120341	95785	81866	55183	9	55183	127717	124672	47.35	47.23	26683	26683	6883	7938	32696.2	33494.8	2	2	6	5	0 + 1 part	6704	0.0	KP_NORM_BLD_2508__allPlasmids	0.0	0.0	0.0	0.0	0.0	0.0	0.0	96.762	1.003	1.65	3.31	55183.0	121013.0	26683	26683	3466	7938	32325.5	33115.0	2	2	6	5	Platon	CombinedPlasmids	spades
KP_NORM_BLD_3074.plasmid	14	14	7	5	1	1	226173	226173	202738	188172	110582	110582	14	110582	226173	247059	49.19	50.3	24747	24747	4435	3185	61769.3	56547.4	2	2	8	12	4 + 0 part	16030	0.0	KP_NORM_BLD_3074__allPlasmids	0.0	0.0	0.0	0.0	0.0	0.0	0.0	84.856	1.001	3.81	1.43	110338.0	209899.0	24747	24747	4081	-	61242.7	56065.3	2	2	8	-	Platon	CombinedPlasmids	spades
KP_NORM_BLD_60778.plasmid	1	1	1	1	1	1	124772	124772	124772	124772	124772	124772	1	124772	124772	124645	50.57	50.57	124772	124772	124772	124772	124772.0	124899.1	1	1	1	1	0 + 0 part	0	0.0	KP_NORM_BLD_60778__allPlasmids	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	1.001	0.0	0.8	124772.0	124772.0	124772	124772	124772	124772	124772.0	124899.1	1	1	1	1	Platon	CombinedPlasmids	spades
KP_NORM_BLD_60562.plasmid	4	4	3	3	3	2	277828	277828	275238	275238	275238	244385	4	131637	277828	279203	50.24	50.25	112748	112748	30853	30853	111576.3	111026.8	2	2	3	3	0 + 0 part	0	0.0	KP_NORM_BLD_60562__allPlasmids	0.0	0.0	0.0	0.0	0.0	0.0	0.0	99.417	1.001	0.0	0.36	131637.0	277828.0	112748	112748	30853	30853	111576.3	111026.8	2	2	3	3	Platon	CombinedPlasmids	spades
KP_NORM_URN_58394.plasmid	15	15	7	5	3	2	236924	236924	212067	196747	163093	128815	15	71331	236924	242633	52.58	52.75	57484	57484	4638	3956	43899.4	42866.4	2	2	8	9	0 + 0 part	0	0.0	KP_NORM_URN_58394__allPlasmids	0.0	0.0	0.0	0.0	0.0	0.0	0.0	97.389	1.003	2.11	2.53	71331.0	236924.0	57484	57484	4638	3956	43899.4	42866.4	2	2	8	9	Platon	CombinedPlasmids	spades
KP_NORM_BLD_60723.plasmid	4	4	2	2	1	1	140485	140485	135815	135815	125630	125630	4	125630	140485	141216	49.37	49.44	125630	125630	10185	10185	113161.8	112576.0	1	1	2	2	0 + 0 part	0	0.0	KP_NORM_BLD_60723__allPlasmids	0.0	0.0	0.0	1.0	0.0	0.0	0.0	99.015	1.001	21.43	9.29	125630.0	139961.0	125630	125630	10185	10185	113146.5	112560.8	1	1	2	2	Platon	CombinedPlasmids	spades
KP_NORM_BLD_60874.plasmid	3	3	2	2	2	0	95459	95459	91813	91813	91813	0	3	48381	95459	118065	51.08	50.31	48381	43432	43432	-	44420.7	35915.4	1	2	2	-	0 + 0 part	0	0.0	KP_NORM_BLD_60874__allPlasmids	0.0	0.0	0.0	0.0	0.0	0.0	0.0	80.773	1.0	0.0	0.0	48287.0	95365.0	48287	43432	43432	-	44325.5	35838.4	1	2	2	-	Platon	CombinedPlasmids	spades
KP_NORM_BLD_61273.plasmid	33	33	19	12	3	0	338417	338417	297191	248721	111680	0	33	47979	338417	480634	48.97	49.68	17268	10116	4435	-	21296.8	14995.2	6	12	21	-	0 + 1 part	3245	0.0	KP_NORM_BLD_61273__allPlasmids	1.0	1.0	13548.0	0.0	0.0	0.0	0.0	69.667	1.001	11.04	0.6	47979.0	335136.0	17268	9560	4285	-	21028.4	14806.2	6	12	22	-	Platon	CombinedPlasmids	spades
KP_NORM_BLD_61295.plasmid	12	12	7	4	2	1	160086	160086	148878	125968	89265	62026	12	62026	160086	218424	52.55	52.57	27239	20729	5623	-	34241.5	25096.1	2	3	7	-	1 + 0 part	1741	0.0	KP_NORM_BLD_61295__allPlasmids	0.0	0.0	0.0	0.0	0.0	0.0	0.0	72.031	1.006	0.0	0.0	62026.0	158345.0	27239	20729	5623	-	34222.5	25082.2	2	3	7	-	Platon	CombinedPlasmids	spades
KP_NORM_BLD_61439.plasmid	13	13	8	7	6	2	280125	280125	268060	259742	246892	109353	13	58921	280125	355562	50.31	51.73	39865	36272	12850	-	39525.0	31139.2	3	4	7	-	1 + 1 part	6279	0.0	KP_NORM_BLD_61439__allPlasmids	0.0	0.0	0.0	0.0	0.0	0.0	0.0	76.946	1.001	4.02	0.0	58887.0	273812.0	39865	36272	12850	-	39434.8	31068.2	3	4	7	-	Platon	CombinedPlasmids	spades
KP_NORM_BLD_61894.plasmid	21	21	11	5	3	1	197160	197160	178420	141827	110449	52123	21	52123	197160	303701	52.16	53.22	28518	6825	5145	-	26370.8	17119.7	3	7	11	-	1 + 0 part	1056	0.0	KP_NORM_BLD_61894__allPlasmids	0.0	0.0	0.0	0.0	0.0	0.0	0.0	64.544	1.0	1.02	0.0	52123.0	196104.0	28518	6825	5145	-	26365.1	17116.0	3	7	11	-	Platon	CombinedPlasmids	spades
KP_NORM_BLD_61459.plasmid	4	4	2	2	1	1	139757	139757	135803	135803	125618	125618	4	125618	139757	139007	49.49	49.48	125618	125618	10185	125618	113709.6	114323.1	1	1	2	1	1 + 0 part	1603	0.0	KP_NORM_BLD_61459__allPlasmids	0.0	0.0	0.0	0.0	0.0	0.0	0.0	99.386	1.0	0.0	0.0	125618.0	138154.0	125618	125618	10185	125618	113691.2	114304.6	1	1	2	1	Platon	CombinedPlasmids	spades
KP_NORM_BLD_62164.plasmid	2	2	1	0	0	0	10331	10331	6895	0	0	0	2	6895	10331	10077	50.3	50.15	6895	6895	3436	3436	5744.6	5889.4	1	1	2	2	0 + 0 part	0	0.0	KP_NORM_BLD_62164__allPlasmids	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	1.025	0.0	19.36	6895.0	10331.0	6895	6895	3436	3436	5744.6	5889.4	1	1	2	2	Platon	CombinedPlasmids	spades
KP_NORM_BLD_62512.plasmid	11	11	5	4	1	1	141515	141515	122674	116424	66679	66679	11	66679	141515	279421	48.03	49.17	21623	2808	3806	-	38347.6	19421.4	2	10	7	-	0 + 0 part	0	0.0	KP_NORM_BLD_62512__allPlasmids	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.646	1.0	0.71	0.0	66679.0	141515.0	21623	2808	3806	-	38347.6	19421.4	2	10	7	-	Platon	CombinedPlasmids	spades
KP_NORM_BLD_62486.plasmid	3	3	2	1	0	0	32055	32055	27791	21393	0	0	3	21393	32055	41792	47.56	49.22	21393	21393	4264	-	16121.6	12365.4	1	1	3	-	0 + 0 part	0	0.0	KP_NORM_BLD_62486__allPlasmids	0.0	0.0	0.0	0.0	0.0	0.0	0.0	76.701	1.0	0.0	0.0	21393.0	32055.0	21393	21393	4264	-	16121.6	12365.4	1	1	3	-	Platon	CombinedPlasmids	spades
