reference-ID	query-ID	distance	p-value	shared-hashes	SampleID
KGVETS-2019-01-1378__chr.fasta	KGVETS-2019-01-1378__allPlasmids.fasta	0.181589	0	1116/100000	KGVETS-2019-01-1378
KGVETS-2019-01-1378__chr.fasta	KGVETS-2019-01-1378__chr.fasta	0	0	100000/100000	KGVETS-2019-01-1378
KGVETS-2019-01-1378__chr.fasta	KGVETS-2019-01-1378__completeAssembly.fasta	0.000815691	0	96660/100000	KGVETS-2019-01-1378
KGVETS-2019-01-1378__chr.fasta	KGVETS-2019-01-1378__pl_1.fasta	0.18096	0	1131/100000	KGVETS-2019-01-1378
KGVETS-2019-01-1378__chr.fasta	KGVETS-2019-01-1378__pl_2.fasta	0.393093	1.72728e-44	13/100000	KGVETS-2019-01-1378
2018-01-3094__chr.fasta	2018-01-3094__allPlasmids.fasta	1	1	0/100000	2018-01-3094
2018-01-3094__chr.fasta	2018-01-3094__chr.fasta	0	0	100000/100000	2018-01-3094
2018-01-3094__chr.fasta	2018-01-3094__completeAssembly.fasta	0.000551815	0	97722/100000	2018-01-3094
2018-01-3094__chr.fasta	2018-01-3094__pl_1.fasta	1	1	0/100000	2018-01-3094
2018-01-3094__chr.fasta	2018-01-3094__pl_2.fasta	1	1	0/100000	2018-01-3094
2018-01-3094__chr.fasta	2018-01-3094__pl_3.fasta	1	1	0/100000	2018-01-3094
2018-01-3094__chr.fasta	2018-01-3094__pl_4.fasta	1	1	0/100000	2018-01-3094
2018-01-3094__chr.fasta	2018-01-3094__pl_5.fasta	1	1	0/100000	2018-01-3094
2018-01-3094__chr.fasta	2018-01-3094__pl_6.fasta	1	1	0/100000	2018-01-3094
2018-01-3094__chr.fasta	2018-01-3094__pl_7.fasta	1	1	0/100000	2018-01-3094
2018-01-1001__chr.fasta	2018-01-1001__allPlasmids.fasta	0.328965	2.34202e-179	50/100000	2018-01-1001
2018-01-1001__chr.fasta	2018-01-1001__chr.fasta	0	0	100000/100000	2018-01-1001
2018-01-1001__chr.fasta	2018-01-1001__completeAssembly.fasta	0.0010628	0	95681/100000	2018-01-1001
2018-01-1001__chr.fasta	2018-01-1001__pl_1.fasta	0.328022	3.29303e-199	51/100000	2018-01-1001
2018-01-1001__chr.fasta	2018-01-1001__pl_2.fasta	1	1	0/100000	2018-01-1001
2018-01-1001__chr.fasta	2018-01-1001__pl_3.fasta	1	1	0/100000	2018-01-1001
2018-01-1001__chr.fasta	2018-01-1001__pl_4.fasta	1	1	0/100000	2018-01-1001
2018-01-1001__chr.fasta	2018-01-1001__pl_5.fasta	1	1	0/100000	2018-01-1001
2018-01-1001__chr.fasta	2018-01-1001__pl_6.fasta	1	1	0/100000	2018-01-1001
KGVETS-2019-01-604__chr.fasta	KGVETS-2019-01-604__allPlasmids.fasta	1	1	0/100000	KGVETS-2019-01-604
KGVETS-2019-01-604__chr.fasta	KGVETS-2019-01-604__chr.fasta	0	0	100000/100000	KGVETS-2019-01-604
KGVETS-2019-01-604__chr.fasta	KGVETS-2019-01-604__completeAssembly.fasta	0.000512922	0	97880/100000	KGVETS-2019-01-604
KGVETS-2019-01-604__chr.fasta	KGVETS-2019-01-604__pl_1.fasta	1	1	0/100000	KGVETS-2019-01-604
KGVET-2020-01-3775-3__chr.fasta	KGVET-2020-01-3775-3__allPlasmids.fasta	1	1	0/100000	KGVET-2020-01-3775-3
KGVET-2020-01-3775-3__chr.fasta	KGVET-2020-01-3775-3__chr.fasta	0	0	100000/100000	KGVET-2020-01-3775-3
KGVET-2020-01-3775-3__chr.fasta	KGVET-2020-01-3775-3__completeAssembly.fasta	3.86184e-05	0	99838/100000	KGVET-2020-01-3775-3
KGVET-2020-01-3775-3__chr.fasta	KGVET-2020-01-3775-3__pl_1.fasta	1	1	0/100000	KGVET-2020-01-3775-3
KGVET-2020-01-3775-3__chr.fasta	KGVET-2020-01-3775-3__pl_2.fasta	1	1	0/100000	KGVET-2020-01-3775-3
KP_NORM_BLD_112590__chr.fasta	KP_NORM_BLD_112590__allPlasmids.fasta	0.23217	0	383/100000	KP_NORM_BLD_112590
KP_NORM_BLD_112590__chr.fasta	KP_NORM_BLD_112590__chr.fasta	0	0	100000/100000	KP_NORM_BLD_112590
KP_NORM_BLD_112590__chr.fasta	KP_NORM_BLD_112590__completeAssembly.fasta	0.000941681	0	96159/100000	KP_NORM_BLD_112590
KP_NORM_BLD_112590__chr.fasta	KP_NORM_BLD_112590__pl_1.fasta	0.23217	0	383/100000	KP_NORM_BLD_112590
KGVET-2020-04-18146__chr.fasta	KGVET-2020-04-18146__allPlasmids.fasta	0.337263	6.60559e-136	42/100000	KGVET-2020-04-18146
KGVET-2020-04-18146__chr.fasta	KGVET-2020-04-18146__chr.fasta	0	0	100000/100000	KGVET-2020-04-18146
KGVET-2020-04-18146__chr.fasta	KGVET-2020-04-18146__completeAssembly.fasta	0.00200806	0	92069/100000	KGVET-2020-04-18146
KGVET-2020-04-18146__chr.fasta	KGVET-2020-04-18146__pl_1.fasta	0.396904	5.78285e-35	12/100000	KGVET-2020-04-18146
KGVET-2020-04-18146__chr.fasta	KGVET-2020-04-18146__pl_2.fasta	0.336143	1.42724e-163	43/100000	KGVET-2020-04-18146
KGVET-2020-04-18146__chr.fasta	KGVET-2020-04-18146__pl_3.fasta	1	1	0/100000	KGVET-2020-04-18146
KGVET-2020-04-18146__chr.fasta	KGVET-2020-04-18146__pl_4.fasta	1	1	0/100000	KGVET-2020-04-18146
T7-180__chr.fasta	T7-180__allPlasmids.fasta	0.327098	3.84477e-192	52/100000	T7-180
T7-180__chr.fasta	T7-180__chr.fasta	0	0	100000/100000	T7-180
T7-180__chr.fasta	T7-180__completeAssembly.fasta	0.000810431	0	96681/100000	T7-180
T7-180__chr.fasta	T7-180__pl_1.fasta	0.328965	1.15366e-192	50/100000	T7-180
T7-180__chr.fasta	T7-180__pl_2.fasta	0.365929	2.31284e-88	23/100000	T7-180
KGVETS-2019-01-4848__chr.fasta	KGVETS-2019-01-4848__allPlasmids.fasta	0.401047	9.64721e-32	11/100000	KGVETS-2019-01-4848
KGVETS-2019-01-4848__chr.fasta	KGVETS-2019-01-4848__chr.fasta	0	0	100000/100000	KGVETS-2019-01-4848
KGVETS-2019-01-4848__chr.fasta	KGVETS-2019-01-4848__completeAssembly.fasta	0.00151691	0	93920/100000	KGVETS-2019-01-4848
KGVETS-2019-01-4848__chr.fasta	KGVETS-2019-01-4848__pl_1.fasta	1	1	0/100000	KGVETS-2019-01-4848
KGVETS-2019-01-4848__chr.fasta	KGVETS-2019-01-4848__pl_2.fasta	0.396904	9.31682e-41	12/100000	KGVETS-2019-01-4848
KGVETS-2019-01-4848__chr.fasta	KGVETS-2019-01-4848__pl_3.fasta	1	1	0/100000	KGVETS-2019-01-4848
KGVETS-2019-01-4848__chr.fasta	KGVETS-2019-01-4848__pl_4.fasta	1	1	0/100000	KGVETS-2019-01-4848
KP_NORM_BLD_13129__chr.fasta	KP_NORM_BLD_13129__allPlasmids.fasta	0.255562	0	234/100000	KP_NORM_BLD_13129
KP_NORM_BLD_13129__chr.fasta	KP_NORM_BLD_13129__chr.fasta	0	0	100000/100000	KP_NORM_BLD_13129
KP_NORM_BLD_13129__chr.fasta	KP_NORM_BLD_13129__completeAssembly.fasta	0.00132533	0	94657/100000	KP_NORM_BLD_13129
KP_NORM_BLD_13129__chr.fasta	KP_NORM_BLD_13129__pl_1.fasta	0.254359	0	240/100000	KP_NORM_BLD_13129
KP_NORM_BLD_13129__chr.fasta	KP_NORM_BLD_13129__pl_2.fasta	1	1	0/100000	KP_NORM_BLD_13129
KP_NORM_BLD_13129__chr.fasta	KP_NORM_BLD_13129__pl_3.fasta	1	1	0/100000	KP_NORM_BLD_13129
KP_NORM_BLD_13129__chr.fasta	KP_NORM_BLD_13129__pl_4.fasta	1	1	0/100000	KP_NORM_BLD_13129
KP_NORM_BLD_13129__chr.fasta	KP_NORM_BLD_13129__pl_5.fasta	1	1	0/100000	KP_NORM_BLD_13129
KP_NORM_BLD_13129__chr.fasta	KP_NORM_BLD_13129__pl_6.fasta	1	1	0/100000	KP_NORM_BLD_13129
KP_NORM_BLD_113888__chr.fasta	KP_NORM_BLD_113888__allPlasmids.fasta	0.342027	6.91287e-138	38/100000	KP_NORM_BLD_113888
KP_NORM_BLD_113888__chr.fasta	KP_NORM_BLD_113888__chr.fasta	0	0	100000/100000	KP_NORM_BLD_113888
KP_NORM_BLD_113888__chr.fasta	KP_NORM_BLD_113888__completeAssembly.fasta	0.00072252	0	97033/100000	KP_NORM_BLD_113888
KP_NORM_BLD_113888__chr.fasta	KP_NORM_BLD_113888__pl_1.fasta	1	1	0/100000	KP_NORM_BLD_113888
KP_NORM_BLD_113888__chr.fasta	KP_NORM_BLD_113888__pl_2.fasta	0.340791	2.52544e-163	39/100000	KP_NORM_BLD_113888
KP_NORM_BLD_113888__chr.fasta	KP_NORM_BLD_113888__pl_3.fasta	1	1	0/100000	KP_NORM_BLD_113888
KP_NORM_BLD_113888__chr.fasta	KP_NORM_BLD_113888__pl_4.fasta	1	1	0/100000	KP_NORM_BLD_113888
KP_NORM_BLD_113888__chr.fasta	KP_NORM_BLD_113888__pl_5.fasta	1	1	0/100000	KP_NORM_BLD_113888
KP_NORM_BLD_113888__chr.fasta	KP_NORM_BLD_113888__pl_6.fasta	1	1	0/100000	KP_NORM_BLD_113888
KP_NORM_BLD_112911__chr.fasta	KP_NORM_BLD_112911__allPlasmids.fasta	0.429909	1.82474e-17	6/100000	KP_NORM_BLD_112911
KP_NORM_BLD_112911__chr.fasta	KP_NORM_BLD_112911__chr.fasta	0	0	100000/100000	KP_NORM_BLD_112911
KP_NORM_BLD_112911__chr.fasta	KP_NORM_BLD_112911__completeAssembly.fasta	0.000944206	0	96149/100000	KP_NORM_BLD_112911
KP_NORM_BLD_112911__chr.fasta	KP_NORM_BLD_112911__pl_1.fasta	0.429909	1.82474e-17	6/100000	KP_NORM_BLD_112911
KP_NORM_BLD_13375__chr.fasta	KP_NORM_BLD_13375__allPlasmids.fasta	0.298421	0	95/100000	KP_NORM_BLD_13375
KP_NORM_BLD_13375__chr.fasta	KP_NORM_BLD_13375__chr.fasta	0	0	100000/100000	KP_NORM_BLD_13375
KP_NORM_BLD_13375__chr.fasta	KP_NORM_BLD_13375__completeAssembly.fasta	0.00133593	0	94616/100000	KP_NORM_BLD_13375
KP_NORM_BLD_13375__chr.fasta	KP_NORM_BLD_13375__pl_1.fasta	0.302607	0	87/100000	KP_NORM_BLD_13375
KP_NORM_BLD_13375__chr.fasta	KP_NORM_BLD_13375__pl_2.fasta	1	1	0/100000	KP_NORM_BLD_13375
KP_NORM_BLD_13375__chr.fasta	KP_NORM_BLD_13375__pl_3.fasta	0.372583	6.57388e-82	20/100000	KP_NORM_BLD_13375
KP_NORM_BLD_13375__chr.fasta	KP_NORM_BLD_13375__pl_4.fasta	0.375025	3.62668e-87	19/100000	KP_NORM_BLD_13375
KP_NORM_BLD_13375__chr.fasta	KP_NORM_BLD_13375__pl_5.fasta	1	1	0/100000	KP_NORM_BLD_13375
KP_NORM_BLD_13379__chr.fasta	KP_NORM_BLD_13379__allPlasmids.fasta	0.250193	0	262/100000	KP_NORM_BLD_13379
KP_NORM_BLD_13379__chr.fasta	KP_NORM_BLD_13379__chr.fasta	0	0	100000/100000	KP_NORM_BLD_13379
KP_NORM_BLD_13379__chr.fasta	KP_NORM_BLD_13379__completeAssembly.fasta	0.00148896	0	94027/100000	KP_NORM_BLD_13379
KP_NORM_BLD_13379__chr.fasta	KP_NORM_BLD_13379__pl_1.fasta	0.260029	0	213/100000	KP_NORM_BLD_13379
KP_NORM_BLD_13379__chr.fasta	KP_NORM_BLD_13379__pl_2.fasta	0.360092	2.75486e-95	26/100000	KP_NORM_BLD_13379
KP_NORM_BLD_13379__chr.fasta	KP_NORM_BLD_13379__pl_3.fasta	0.295039	0	102/100000	KP_NORM_BLD_13379
KGVET-2020-01-4249-1__chr.fasta	KGVET-2020-01-4249-1__allPlasmids.fasta	0.248764	0	270/100000	KGVET-2020-01-4249-1
KGVET-2020-01-4249-1__chr.fasta	KGVET-2020-01-4249-1__chr.fasta	0	0	100000/100000	KGVET-2020-01-4249-1
KGVET-2020-01-4249-1__chr.fasta	KGVET-2020-01-4249-1__completeAssembly.fasta	0.000742209	0	96954/100000	KGVET-2020-01-4249-1
KGVET-2020-01-4249-1__chr.fasta	KGVET-2020-01-4249-1__pl_1.fasta	0.368046	3.18858e-79	22/100000	KGVET-2020-01-4249-1
KGVET-2020-01-4249-1__chr.fasta	KGVET-2020-01-4249-1__pl_2.fasta	0.251108	0	257/100000	KGVET-2020-01-4249-1
KGVET-2020-01-4249-1__chr.fasta	KGVET-2020-01-4249-1__pl_3.fasta	1	1	0/100000	KGVET-2020-01-4249-1
KGVET-2020-01-4249-1__chr.fasta	KGVET-2020-01-4249-1__pl_4.fasta	1	1	0/100000	KGVET-2020-01-4249-1
2018-01-3465__chr.fasta	2018-01-3465__allPlasmids.fasta	0.365929	1.83999e-81	23/100000	2018-01-3465
2018-01-3465__chr.fasta	2018-01-3465__chr.fasta	0	0	100000/100000	2018-01-3465
2018-01-3465__chr.fasta	2018-01-3465__completeAssembly.fasta	0.000563649	0	97674/100000	2018-01-3465
2018-01-3465__chr.fasta	2018-01-3465__pl_1.fasta	0.365929	5.20439e-82	23/100000	2018-01-3465
2018-01-3465__chr.fasta	2018-01-3465__pl_2.fasta	1	1	0/100000	2018-01-3465
2018-01-3465__chr.fasta	2018-01-3465__pl_3.fasta	1	1	0/100000	2018-01-3465
KP_NORM_BLD_13372__chr.fasta	KP_NORM_BLD_13372__allPlasmids.fasta	0.327098	1.37489e-176	52/100000	KP_NORM_BLD_13372
KP_NORM_BLD_13372__chr.fasta	KP_NORM_BLD_13372__chr.fasta	0	0	100000/100000	KP_NORM_BLD_13372
KP_NORM_BLD_13372__chr.fasta	KP_NORM_BLD_13372__completeAssembly.fasta	0.0017502	0	93034/100000	KP_NORM_BLD_13372
KP_NORM_BLD_13372__chr.fasta	KP_NORM_BLD_13372__pl_1.fasta	0.324428	2.02411e-211	55/100000	KP_NORM_BLD_13372
KP_NORM_BLD_13372__chr.fasta	KP_NORM_BLD_13372__pl_2.fasta	1	1	0/100000	KP_NORM_BLD_13372
KP_NORM_BLD_13372__chr.fasta	KP_NORM_BLD_13372__pl_3.fasta	1	1	0/100000	KP_NORM_BLD_13372
KP_NORM_BLD_13372__chr.fasta	KP_NORM_BLD_13372__pl_4.fasta	1	1	0/100000	KP_NORM_BLD_13372
KP_NORM_BLD_13372__chr.fasta	KP_NORM_BLD_13372__pl_5.fasta	1	1	0/100000	KP_NORM_BLD_13372
KP_NORM_BLD_13383__chr.fasta	KP_NORM_BLD_13383__chr.fasta	0	0	100000/100000	KP_NORM_BLD_13383
KP_NORM_BLD_13383__chr.fasta	KP_NORM_BLD_13383__completeAssembly.fasta	0	0	100000/100000	KP_NORM_BLD_13383
KP_NORM_BLD_1347__chr.fasta	KP_NORM_BLD_1347__allPlasmids.fasta	1	1	0/100000	KP_NORM_BLD_1347
KP_NORM_BLD_1347__chr.fasta	KP_NORM_BLD_1347__chr.fasta	0	0	100000/100000	KP_NORM_BLD_1347
KP_NORM_BLD_1347__chr.fasta	KP_NORM_BLD_1347__completeAssembly.fasta	0.000477558	0	98024/100000	KP_NORM_BLD_1347
KP_NORM_BLD_1347__chr.fasta	KP_NORM_BLD_1347__pl_1.fasta	1	1	0/100000	KP_NORM_BLD_1347
NK_H4_006__chr.fasta	NK_H4_006__allPlasmids.fasta	0.274529	0	157/100000	NK_H4_006
NK_H4_006__chr.fasta	NK_H4_006__chr.fasta	0	0	100000/100000	NK_H4_006
NK_H4_006__chr.fasta	NK_H4_006__completeAssembly.fasta	0.000866623	0	96457/100000	NK_H4_006
NK_H4_006__chr.fasta	NK_H4_006__pl_1.fasta	0.274529	0	157/100000	NK_H4_006
NK_H4_006__chr.fasta	NK_H4_006__pl_2.fasta	1	1	0/100000	NK_H4_006
KP_NORM_BLD_1348__chr.fasta	KP_NORM_BLD_1348__allPlasmids.fasta	0.344601	1.48474e-135	36/100000	KP_NORM_BLD_1348
KP_NORM_BLD_1348__chr.fasta	KP_NORM_BLD_1348__chr.fasta	0	0	100000/100000	KP_NORM_BLD_1348
KP_NORM_BLD_1348__chr.fasta	KP_NORM_BLD_1348__completeAssembly.fasta	0.000508252	0	97899/100000	KP_NORM_BLD_1348
KP_NORM_BLD_1348__chr.fasta	KP_NORM_BLD_1348__pl_1.fasta	0.344601	3.2863e-136	36/100000	KP_NORM_BLD_1348
KP_NORM_BLD_1348__chr.fasta	KP_NORM_BLD_1348__pl_2.fasta	1	1	0/100000	KP_NORM_BLD_1348
NK_H5_014__chr.fasta	NK_H5_014__allPlasmids.fasta	0.308416	1.98875e-297	77/100000	NK_H5_014
NK_H5_014__chr.fasta	NK_H5_014__chr.fasta	0	0	100000/100000	NK_H5_014
NK_H5_014__chr.fasta	NK_H5_014__completeAssembly.fasta	0.000833486	0	96589/100000	NK_H5_014
NK_H5_014__chr.fasta	NK_H5_014__pl_1.fasta	0.308416	1.98875e-297	77/100000	NK_H5_014
KP_NORM_BLD_1339__chr.fasta	KP_NORM_BLD_1339__chr.fasta	0	0	100000/100000	KP_NORM_BLD_1339
KP_NORM_BLD_1339__chr.fasta	KP_NORM_BLD_1339__completeAssembly.fasta	0	0	100000/100000	KP_NORM_BLD_1339
KP_NORM_BLD_13382__chr.fasta	KP_NORM_BLD_13382__allPlasmids.fasta	0.261158	0	208/100000	KP_NORM_BLD_13382
KP_NORM_BLD_13382__chr.fasta	KP_NORM_BLD_13382__chr.fasta	0	0	100000/100000	KP_NORM_BLD_13382
KP_NORM_BLD_13382__chr.fasta	KP_NORM_BLD_13382__completeAssembly.fasta	0.000919984	0	96245/100000	KP_NORM_BLD_13382
KP_NORM_BLD_13382__chr.fasta	KP_NORM_BLD_13382__pl_1.fasta	0.260253	0	212/100000	KP_NORM_BLD_13382
KP_NORM_BLD_13382__chr.fasta	KP_NORM_BLD_13382__pl_2.fasta	0.410602	5.77203e-33	9/100000	KP_NORM_BLD_13382
KP_NORM_BLD_13382__chr.fasta	KP_NORM_BLD_13382__pl_3.fasta	1	1	0/100000	KP_NORM_BLD_13382
KP_NORM_BLD_13382__chr.fasta	KP_NORM_BLD_13382__pl_4.fasta	1	1	0/100000	KP_NORM_BLD_13382
2018-01-707__chr.fasta	2018-01-707__allPlasmids.fasta	0.303713	0	85/100000	2018-01-707
2018-01-707__chr.fasta	2018-01-707__chr.fasta	0	0	100000/100000	2018-01-707
2018-01-707__chr.fasta	2018-01-707__completeAssembly.fasta	0.000975039	0	96027/100000	2018-01-707
2018-01-707__chr.fasta	2018-01-707__pl_1.fasta	0.303157	0	86/100000	2018-01-707
2018-01-707__chr.fasta	2018-01-707__pl_2.fasta	1	1	0/100000	2018-01-707
2018-01-707__chr.fasta	2018-01-707__pl_3.fasta	1	1	0/100000	2018-01-707
2018-01-707__chr.fasta	2018-01-707__pl_4.fasta	1	1	0/100000	2018-01-707
2018-01-707__chr.fasta	2018-01-707__pl_5.fasta	1	1	0/100000	2018-01-707
2018-01-707__chr.fasta	2018-01-707__pl_6.fasta	1	1	0/100000	2018-01-707
KGVET-2020-01-468-1__chr.fasta	KGVET-2020-01-468-1__allPlasmids.fasta	0.360092	1.25318e-86	26/100000	KGVET-2020-01-468-1
KGVET-2020-01-468-1__chr.fasta	KGVET-2020-01-468-1__chr.fasta	0	0	100000/100000	KGVET-2020-01-468-1
KGVET-2020-01-468-1__chr.fasta	KGVET-2020-01-468-1__completeAssembly.fasta	0.00101201	0	95881/100000	KGVET-2020-01-468-1
KGVET-2020-01-468-1__chr.fasta	KGVET-2020-01-468-1__pl_1.fasta	0.358296	1.37662e-95	27/100000	KGVET-2020-01-468-1
KGVET-2020-01-468-1__chr.fasta	KGVET-2020-01-468-1__pl_2.fasta	1	1	0/100000	KGVET-2020-01-468-1
KGVET-2020-01-468-1__chr.fasta	KGVET-2020-01-468-1__pl_3.fasta	1	1	0/100000	KGVET-2020-01-468-1
KP_NORM_BLD_13880__chr.fasta	KP_NORM_BLD_13880__allPlasmids.fasta	0.24392	0	299/100000	KP_NORM_BLD_13880
KP_NORM_BLD_13880__chr.fasta	KP_NORM_BLD_13880__chr.fasta	0	0	100000/100000	KP_NORM_BLD_13880
KP_NORM_BLD_13880__chr.fasta	KP_NORM_BLD_13880__completeAssembly.fasta	0.0014111	0	94326/100000	KP_NORM_BLD_13880
KP_NORM_BLD_13880__chr.fasta	KP_NORM_BLD_13880__pl_1.fasta	0.242666	0	307/100000	KP_NORM_BLD_13880
KP_NORM_BLD_13880__chr.fasta	KP_NORM_BLD_13880__pl_2.fasta	1	1	0/100000	KP_NORM_BLD_13880
KP_NORM_BLD_13880__chr.fasta	KP_NORM_BLD_13880__pl_3.fasta	0.389565	1.11942e-62	14/100000	KP_NORM_BLD_13880
KP_NORM_BLD_13880__chr.fasta	KP_NORM_BLD_13880__pl_4.fasta	1	1	0/100000	KP_NORM_BLD_13880
KP_NORM_BLD_13886__chr.fasta	KP_NORM_BLD_13886__allPlasmids.fasta	0.33841	4.58632e-148	41/100000	KP_NORM_BLD_13886
KP_NORM_BLD_13886__chr.fasta	KP_NORM_BLD_13886__chr.fasta	0	0	100000/100000	KP_NORM_BLD_13886
KP_NORM_BLD_13886__chr.fasta	KP_NORM_BLD_13886__completeAssembly.fasta	0.000761671	0	96876/100000	KP_NORM_BLD_13886
KP_NORM_BLD_13886__chr.fasta	KP_NORM_BLD_13886__pl_1.fasta	0.33841	4.58632e-148	41/100000	KP_NORM_BLD_13886
KP_NORM_BLD_14164__chr.fasta	KP_NORM_BLD_14164__allPlasmids.fasta	0.393093	1.34058e-48	13/100000	KP_NORM_BLD_14164
KP_NORM_BLD_14164__chr.fasta	KP_NORM_BLD_14164__chr.fasta	0	0	100000/100000	KP_NORM_BLD_14164
KP_NORM_BLD_14164__chr.fasta	KP_NORM_BLD_14164__completeAssembly.fasta	0.000215501	0	99101/100000	KP_NORM_BLD_14164
KP_NORM_BLD_14164__chr.fasta	KP_NORM_BLD_14164__pl_1.fasta	0.393093	1.48464e-49	13/100000	KP_NORM_BLD_14164
KP_NORM_BLD_14164__chr.fasta	KP_NORM_BLD_14164__pl_2.fasta	1	1	0/100000	KP_NORM_BLD_14164
KP_NORM_BLD_14164__chr.fasta	KP_NORM_BLD_14164__pl_3.fasta	1	1	0/100000	KP_NORM_BLD_14164
KP_NORM_BLD_1692__chr.fasta	KP_NORM_BLD_1692__chr.fasta	0	0	100000/100000	KP_NORM_BLD_1692
KP_NORM_BLD_1692__chr.fasta	KP_NORM_BLD_1692__completeAssembly.fasta	0	0	100000/100000	KP_NORM_BLD_1692
KP_NORM_BLD_2007_48102__chr.fasta	KP_NORM_BLD_2007_48102__allPlasmids.fasta	0.266727	0	185/100000	KP_NORM_BLD_2007_48102
KP_NORM_BLD_2007_48102__chr.fasta	KP_NORM_BLD_2007_48102__chr.fasta	0	0	100000/100000	KP_NORM_BLD_2007_48102
KP_NORM_BLD_2007_48102__chr.fasta	KP_NORM_BLD_2007_48102__completeAssembly.fasta	0.00130054	0	94753/100000	KP_NORM_BLD_2007_48102
KP_NORM_BLD_2007_48102__chr.fasta	KP_NORM_BLD_2007_48102__pl_1.fasta	0.267766	0	181/100000	KP_NORM_BLD_2007_48102
KP_NORM_BLD_2007_48102__chr.fasta	KP_NORM_BLD_2007_48102__pl_2.fasta	0.377599	1.94497e-63	18/100000	KP_NORM_BLD_2007_48102
KP_NORM_BLD_13748__chr.fasta	KP_NORM_BLD_13748__allPlasmids.fasta	0.26803	0	180/100000	KP_NORM_BLD_13748
KP_NORM_BLD_13748__chr.fasta	KP_NORM_BLD_13748__chr.fasta	0	0	100000/100000	KP_NORM_BLD_13748
KP_NORM_BLD_13748__chr.fasta	KP_NORM_BLD_13748__completeAssembly.fasta	0.00137011	0	94484/100000	KP_NORM_BLD_13748
KP_NORM_BLD_13748__chr.fasta	KP_NORM_BLD_13748__pl_1.fasta	0.342027	1.83608e-136	38/100000	KP_NORM_BLD_13748
KP_NORM_BLD_13748__chr.fasta	KP_NORM_BLD_13748__pl_2.fasta	1	1	0/100000	KP_NORM_BLD_13748
KP_NORM_BLD_13748__chr.fasta	KP_NORM_BLD_13748__pl_3.fasta	0.273927	0	159/100000	KP_NORM_BLD_13748
KP_NORM_BLD_13748__chr.fasta	KP_NORM_BLD_13748__pl_4.fasta	1	1	0/100000	KP_NORM_BLD_13748
KP_NORM_BLD_13748__chr.fasta	KP_NORM_BLD_13748__pl_5.fasta	1	1	0/100000	KP_NORM_BLD_13748
KP_NORM_BLD_13748__chr.fasta	KP_NORM_BLD_13748__pl_6.fasta	1	1	0/100000	KP_NORM_BLD_13748
KP_NORM_BLD_13748__chr.fasta	KP_NORM_BLD_13748__pl_7.fasta	1	1	0/100000	KP_NORM_BLD_13748
KP_NORM_BLD_13748__chr.fasta	KP_NORM_BLD_13748__pl_8.fasta	1	1	0/100000	KP_NORM_BLD_13748
KP_NORM_BLD_13889__chr.fasta	KP_NORM_BLD_13889__allPlasmids.fasta	0.313636	4.68913e-257	69/100000	KP_NORM_BLD_13889
KP_NORM_BLD_13889__chr.fasta	KP_NORM_BLD_13889__chr.fasta	0	0	100000/100000	KP_NORM_BLD_13889
KP_NORM_BLD_13889__chr.fasta	KP_NORM_BLD_13889__completeAssembly.fasta	0.0010247	0	95831/100000	KP_NORM_BLD_13889
KP_NORM_BLD_13889__chr.fasta	KP_NORM_BLD_13889__pl_1.fasta	0.354894	1.01487e-107	29/100000	KP_NORM_BLD_13889
KP_NORM_BLD_13889__chr.fasta	KP_NORM_BLD_13889__pl_2.fasta	0.33841	1.02175e-165	41/100000	KP_NORM_BLD_13889
KP_NORM_BLD_13889__chr.fasta	KP_NORM_BLD_13889__pl_3.fasta	1	1	0/100000	KP_NORM_BLD_13889
KP_NORM_BLD_13889__chr.fasta	KP_NORM_BLD_13889__pl_4.fasta	1	1	0/100000	KP_NORM_BLD_13889
KP_NORM_BLD_13889__chr.fasta	KP_NORM_BLD_13889__pl_5.fasta	1	1	0/100000	KP_NORM_BLD_13889
KP_NORM_BLD_2006_37102__chr.fasta	KP_NORM_BLD_2006_37102__allPlasmids.fasta	0.250193	0	262/100000	KP_NORM_BLD_2006_37102
KP_NORM_BLD_2006_37102__chr.fasta	KP_NORM_BLD_2006_37102__chr.fasta	0	0	100000/100000	KP_NORM_BLD_2006_37102
KP_NORM_BLD_2006_37102__chr.fasta	KP_NORM_BLD_2006_37102__completeAssembly.fasta	0.000623692	0	97431/100000	KP_NORM_BLD_2006_37102
KP_NORM_BLD_2006_37102__chr.fasta	KP_NORM_BLD_2006_37102__pl_1.fasta	0.25074	0	259/100000	KP_NORM_BLD_2006_37102
KP_NORM_BLD_2006_37102__chr.fasta	KP_NORM_BLD_2006_37102__pl_2.fasta	0.348743	8.17543e-133	33/100000	KP_NORM_BLD_2006_37102
KP_NORM_BLD_2006_37102__chr.fasta	KP_NORM_BLD_2006_37102__pl_3.fasta	1	1	0/100000	KP_NORM_BLD_2006_37102
KP_NORM_BLD_2008_54824__chr.fasta	KP_NORM_BLD_2008_54824__allPlasmids.fasta	0.303713	0	85/100000	KP_NORM_BLD_2008_54824
KP_NORM_BLD_2008_54824__chr.fasta	KP_NORM_BLD_2008_54824__chr.fasta	0	0	100000/100000	KP_NORM_BLD_2008_54824
KP_NORM_BLD_2008_54824__chr.fasta	KP_NORM_BLD_2008_54824__completeAssembly.fasta	0.000893534	0	96350/100000	KP_NORM_BLD_2008_54824
