ToolName,tag,duration,total_seconds,total_minutes,peak_rss,peak_rss_gb
plasmidSPAdes,T7-010,34m 53s,2093,34.88333333333333,4.8 GB,4.8
PlaScope (reads),NK_H8_118,2h 23m 56s,8636,143.93333333333334,7.2 GB,7.2
SPAdes,T7-011,24m 29s,1469,24.483333333333334,4.9 GB,4.9
SPAdes,T7-013,25m 38s,1538,25.633333333333333,4.6 GB,4.6
SPAdes,T7-019,21m 30s,1290,21.5,4.6 GB,4.6
SPAdes,T7-012,21m 56s,1316,21.933333333333334,5 GB,5
SPAdes,T7-020,22m,1320,22,5.1 GB,5.1
plasmidSPAdes,T7-011,33m 10s,1990,33.166666666666664,5 GB,5
SPAdes,NK_H9_006,56m 7s,3367,56.11666666666667,7.9 GB,7.9
SPAdes,T7-034,20m 34s,1234,20.566666666666666,5.1 GB,5.1
SPAdes,T7-032,21m 40s,1300,21.666666666666668,5.1 GB,5.1
plasmidSPAdes,T7-012,29m 57s,1797,29.95,4.8 GB,4.8
SPAdes,T7-036,23m 50s,1430,23.833333333333332,4.6 GB,4.6
plasmidSPAdes,T7-019,29m 6s,1746,29.1,4.7 GB,4.7
PlaScope (reads),NK_H8_121,2h 2m,7320,122,6.4 GB,6.4
SPAdes,T7-050,34m 5s,2045,34.083333333333336,5 GB,5
SPAdes,T7-051,29m 44s,1784,29.733333333333334,5 GB,5
plasmidSPAdes,T7-013,36m 48s,2208,36.8,5.1 GB,5.1
plasmidSPAdes,NK_H9_006,2h 31m 40s,9100,151.66666666666666,11.3 GB,11.3
plasmidSPAdes,T7-020,32m 4s,1924,32.06666666666667,4.9 GB,4.9
PlaScope (reads),T7-007,45m 33s,2733,45.55,5.1 GB,5.1
plasmidSPAdes,T7-032,33m,1980,33,4.7 GB,4.7
plasmidSPAdes,T7-034,30m 18s,1818,30.3,4.8 GB,4.8
plasmidSPAdes,T7-036,33m 37s,2017,33.61666666666667,4.9 GB,4.9
SPAdes,T7-072,40m 15s,2415,40.25,5.3 GB,5.3
plasmidSPAdes,T7-051,42m 20s,2540,42.333333333333336,5.5 GB,5.5
plasmidSPAdes,T7-050,49m 28s,2968,49.46666666666667,5.7 GB,5.7
PlaScope (reads),T7-011,46m 4s,2764,46.06666666666667,5.4 GB,5.4
PlaScope (reads),T7-010,42m 55s,2575,42.916666666666664,5.1 GB,5.1
SPAdes,T7-085,28m 43s,1723,28.716666666666665,5 GB,5
PlaScope (reads),T7-012,39m 40s,2380,39.666666666666664,5.8 GB,5.8
PlaScope (reads),T7-019,36m 55s,2215,36.916666666666664,4.9 GB,4.9
PlaScope (reads),T7-013,47m 31s,2851,47.516666666666666,5.7 GB,5.7
PlaScope (reads),T7-020,37m 14s,2234,37.233333333333334,5.4 GB,5.4
SPAdes,T7-078,33m 14s,1994,33.233333333333334,5 GB,5
PlaScope (reads),NK_H9_006,3h 1m 3s,10863,181.05,11.4 GB,11.4
PlaScope (reads),T7-032,41m 17s,2477,41.28333333333333,5.6 GB,5.6
PlaScope (reads),T7-034,34m 47s,2087,34.78333333333333,4.8 GB,4.8
plasmidSPAdes,T7-085,38m 26s,2306,38.43333333333333,5.3 GB,5.3
plasmidSPAdes,T7-103,22m 47s,1367,22.783333333333335,5.1 GB,5.1
plasmidSPAdes,T7-078,54m 44s,3284,54.733333333333334,6 GB,6
SPAdes,T7-089,30m 21s,1821,30.35,5.1 GB,5.1
SPAdes,T7-103,18m 9s,1089,18.15,5.1 GB,5.1
plasmidSPAdes,T7-089,46m 46s,2806,46.766666666666666,5.7 GB,5.7
plasmidSPAdes,T7-097,48m 24s,2904,48.4,6.5 GB,6.5
plasmidSPAdes,T7-072,1h 14m 18s,4458,74.3,7.1 GB,7.1
SPAdes,T7-115,22m,1320,22,5 GB,5
SPAdes,T7-125,20m 5s,1205,20.083333333333332,4.8 GB,4.8
plasmidSPAdes,T7-096,43m 49s,2629,43.81666666666667,5.7 GB,5.7
SPAdes,T7-105,19m 17s,1157,19.283333333333335,4.6 GB,4.6
plasmidSPAdes,T7-105,24m 8s,1448,24.133333333333333,4.6 GB,4.6
SPAdes,T7-097,36m 23s,2183,36.38333333333333,5.1 GB,5.1
SPAdes,T7-133,23m 31s,1411,23.516666666666666,4.6 GB,4.6
SPAdes,T7-129,29m 2s,1742,29.033333333333335,5 GB,5
SPAdes,T7-141,27m 2s,1622,27.033333333333335,5 GB,5
PlaScope (reads),T7-050,1h 34s,3634,60.56666666666667,5.7 GB,5.7
SPAdes,T7-146,18m 16s,1096,18.266666666666666,5 GB,5
PlaScope (reads),T7-051,48m 48s,2928,48.8,5.6 GB,5.6
PlaScope (reads),T7-085,45m 47s,2747,45.78333333333333,5.4 GB,5.4
plasmidSPAdes,T7-115,23m 46s,1426,23.766666666666666,5 GB,5
plasmidSPAdes,T7-125,23m 57s,1437,23.95,5 GB,5
PlaScope (reads),T7-089,1h 47s,3647,60.78333333333333,5.8 GB,5.8
PlaScope (reads),T7-078,1h 6m 1s,3961,66.01666666666667,6.1 GB,6.1
SPAdes,T7-153,23m 36s,1416,23.6,4.9 GB,4.9
plasmidSPAdes,T7-133,29m 51s,1791,29.85,5 GB,5
PlaScope (reads),T7-072,1h 25m 17s,5117,85.28333333333333,7.1 GB,7.1
plasmidSPAdes,T7-129,42m 46s,2566,42.766666666666666,5.2 GB,5.2
SPAdes,T7-158,25m 1s,1501,25.016666666666666,4.9 GB,4.9
plasmidSPAdes,T7-146,27m,1620,27,4.6 GB,4.6
PlaScope (reads),T7-105,29m 44s,1784,29.733333333333334,5.6 GB,5.6
PlaScope (reads),T7-096,53m 36s,3216,53.6,5.7 GB,5.7
PlaScope (reads),T7-097,1h 6s,3606,60.1,6.6 GB,6.6
plasmidSPAdes,T7-153,35m 37s,2137,35.61666666666667,5 GB,5
SPAdes,T7-165,21m 58s,1318,21.966666666666665,4.4 GB,4.4
SPAdes,T7-179,16m 44s,1004,16.733333333333334,4.6 GB,4.6
plasmidSPAdes,T7-141,35m 28s,2128,35.46666666666667,5.2 GB,5.2
SPAdes,T7-180,22m 15s,1335,22.25,5.1 GB,5.1
plasmidSPAdes,T7-158,36m 47s,2207,36.78333333333333,5 GB,5
plasmidSPAdes,T7-160,35m 57s,2157,35.95,5.1 GB,5.1
SPAdes,T7-185,17m 33s,1053,17.55,4.9 GB,4.9
SPAdes,T7-181,20m 23s,1223,20.383333333333333,5 GB,5
SPAdes,T7-189,19m 15s,1155,19.25,4.6 GB,4.6
plasmidSPAdes,T7-165,37m 55s,2275,37.916666666666664,5.3 GB,5.3
SPAdes,T7-200,21m 12s,1272,21.2,4.8 GB,4.8
plasmidSPAdes,T7-179,33m 11s,1991,33.18333333333333,4.8 GB,4.8
SPAdes,T7-160,22m 27s,1347,22.45,5 GB,5
SPAdes,T7-209,26m 37s,1597,26.616666666666667,4.9 GB,4.9
plasmidSPAdes,T7-181,41m 18s,2478,41.3,4.9 GB,4.9
plasmidSPAdes,T7-185,38m 33s,2313,38.55,5.1 GB,5.1
SPAdes,T7-213,22m 18s,1338,22.3,5 GB,5
plasmidSPAdes,T7-180,47m 30s,2850,47.5,5 GB,5
SPAdes,T7-211,25m 19s,1519,25.316666666666666,5 GB,5
plasmidSPAdes,T7-189,43m 49s,2629,43.81666666666667,4.6 GB,4.6
plasmidSPAdes,T7-200,53m 47s,3227,53.78333333333333,4.9 GB,4.9
SPAdes,T7-220,32m 48s,1968,32.8,5.1 GB,5.1
plasmidSPAdes,T7-211,42m 55s,2575,42.916666666666664,5.2 GB,5.2
plasmidSPAdes,T7-213,34m 16s,2056,34.266666666666666,4.6 GB,4.6
SPAdes,T7-234,40m 37s,2437,40.61666666666667,5.1 GB,5.1
SPAdes,T7-225,37m 56s,2276,37.93333333333333,5 GB,5
PlasmidHunter,NK_H7_010,3m 14s,194,3.2333333333333334,3.5 GB,3.5
PlaScope (reads),T7-115,35m 12s,2112,35.2,5.6 GB,5.6
plasmidSPAdes,T7-220,48m 19s,2899,48.31666666666667,5.2 GB,5.2
plasmidSPAdes,T7-209,1h 19m 4s,4744,79.06666666666666,6 GB,6
plasmidSPAdes,T7-240,31m 34s,1894,31.566666666666666,5.1 GB,5.1
PlaScope (reads),T7-133,37m 8s,2228,37.13333333333333,5 GB,5
SPAdes,T7-240,22m 28s,1348,22.466666666666665,4.7 GB,4.7
PlaScope (reads),T7-125,33m 54s,2034,33.9,5.2 GB,5.2
plasmidSPAdes,T7-225,51m 23s,3083,51.38333333333333,5.6 GB,5.6
PlaScope (reads),T7-129,54m 1s,3241,54.016666666666666,5.5 GB,5.5
plasmidSPAdes,T7-234,49m 3s,2943,49.05,5.5 GB,5.5
PlaScope (reads),T7-141,45m 59s,2759,45.983333333333334,5.5 GB,5.5
SPAdes,T7-242,29m 44s,1784,29.733333333333334,5.1 GB,5.1
PlaScope (reads),T7-146,32m 52s,1972,32.86666666666667,5.1 GB,5.1
SPAdes,T7-259,37m 58s,2278,37.96666666666667,5 GB,5
plasmidSPAdes,T7-242,44m 3s,2643,44.05,5.7 GB,5.7
PlaScope (reads),T7-158,43m 48s,2628,43.8,5.4 GB,5.4
PlaScope (reads),T7-179,43m 47s,2627,43.78333333333333,5.3 GB,5.3
PlaScope (reads),T7-160,47m 53s,2873,47.88333333333333,5.2 GB,5.2
PlaScope (reads),T7-165,48m 59s,2939,48.983333333333334,5.3 GB,5.3
SPAdes,T7-262,27m 46s,1666,27.766666666666666,4.8 GB,4.8
plasmidSPAdes,T7-262,45m 42s,2742,45.7,5.5 GB,5.5
PlaScope (reads),T7-180,53m 40s,3220,53.666666666666664,5.1 GB,5.1
plasmidSPAdes,T7-259,1h 18m 20s,4700,78.33333333333333,6.5 GB,6.5
PlaScope (reads),T7-185,44m 46s,2686,44.766666666666666,5.4 GB,5.4
SPAdes,T7-267,27m 46s,1666,27.766666666666666,4.6 GB,4.6
PlaScope (reads),T7-181,47m 6s,2826,47.1,5 GB,5
SPAdes,T7-273,24m 1s,1441,24.016666666666666,5.1 GB,5.1
SPAdes,T7-286,29m 17s,1757,29.283333333333335,5.7 GB,5.7
plasmidSPAdes,T7-264,55m 55s,3355,55.916666666666664,5.9 GB,5.9
PlaScope (reads),T7-189,53m 14s,3194,53.233333333333334,5.2 GB,5.2
PlaScope (reads),T7-211,42m 38s,2558,42.63333333333333,5.2 GB,5.2
PlaScope (reads),T7-200,56m 46s,3406,56.766666666666666,5.1 GB,5.1
SPAdes,T7-289,22m 30s,1350,22.5,5 GB,5
PlaScope (reads),T7-240,37m 32s,2252,37.53333333333333,5.5 GB,5.5
plasmidSPAdes,T7-266,51m 18s,3078,51.3,5.9 GB,5.9
PlaScope (reads),T7-220,54m 54s,3294,54.9,5.3 GB,5.3
PlaScope (reads),T7-234,56m 19s,3379,56.31666666666667,5.7 GB,5.7
plasmidSPAdes,T7-273,36m 36s,2196,36.6,5.1 GB,5.1
SPAdes,T7-290,22m 58s,1378,22.966666666666665,4.8 GB,4.8
PlaScope (reads),T7-242,50m 54s,3054,50.9,5.8 GB,5.8
SPAdes,T7-292,30m 31s,1831,30.516666666666666,5.2 GB,5.2
plasmidSPAdes,T7-286,50m 54s,3054,50.9,5.6 GB,5.6
PlaScope (reads),T7-213,38m 26s,2306,38.43333333333333,5.1 GB,5.1
plasmidSPAdes,T7-289,36m 47s,2207,36.78333333333333,5.1 GB,5.1
PlaScope (reads),T7-262,57m 11s,3431,57.18333333333333,5.5 GB,5.5
PlaScope (reads),T7-225,1h 1m 29s,3689,61.483333333333334,5.7 GB,5.7
PlaScope (reads),T7-259,1h 30m 13s,5413,90.21666666666667,6.6 GB,6.6
PlaScope (reads),T7-264,1h 13m 24s,4404,73.4,6.1 GB,6.1
PlaScope (reads),T7-266,1h 2m 26s,3746,62.43333333333333,6 GB,6
plasmidSPAdes,T7-290,32m 49s,1969,32.81666666666667,4.9 GB,4.9
PlaScope (reads),T7-273,44m 1s,2641,44.016666666666666,5.2 GB,5.2
SPAdes,T7-296,27m 42s,1662,27.7,5 GB,5
PlaScope (reads),T7-267,53m 27s,3207,53.45,5.5 GB,5.5
SPAdes,T7-311,30m 1s,1801,30.016666666666666,4.9 GB,4.9
plasmidSPAdes,T7-296,43m 12s,2592,43.2,5.4 GB,5.4
SPAdes,T7-333,30m 55s,1855,30.916666666666668,5 GB,5
PlaScope (reads),T7-286,1h 6m 54s,4014,66.9,5.6 GB,5.6
PlaScope (reads),T7-290,35m 56s,2156,35.93333333333333,5 GB,5
MOB-suite,KP_NORM_BLD_2013_91444,8m 41s,521,8.683333333333334,2.1 GB,2.1
plasmidSPAdes,T7-292,47m 55s,2875,47.916666666666664,5.6 GB,5.6
SPAdes,T7-326,27m 36s,1656,27.6,5 GB,5
plasmidSPAdes,T7-326,51m 24s,3084,51.4,5.4 GB,5.4
plasmidSPAdes,T7-311,45m 14s,2714,45.233333333333334,5.7 GB,5.7
plasmidSPAdes,T7-333,36m 50s,2210,36.833333333333336,5.8 GB,5.8
SPAdes,T7-335,28m 9s,1689,28.15,5.1 GB,5.1
PlaScope (reads),T7-296,53m 33s,3213,53.55,5.7 GB,5.7
PlaScope (reads),T7-292,1h 2m 13s,3733,62.21666666666667,5.7 GB,5.7
plasmidSPAdes,T7-335,39m 47s,2387,39.78333333333333,6 GB,6
SPAdes,T7-349,22m 9s,1329,22.15,5.1 GB,5.1
SPAdes,T7-365,20m 38s,1238,20.633333333333333,5 GB,5
PlaScope (reads),T7-311,50m 16s,3016,50.266666666666666,5.7 GB,5.7
SPAdes,T7-378,29m 14s,1754,29.233333333333334,5.1 GB,5.1
PlaScope (reads),T7-333,49m 40s,2980,49.666666666666664,5.8 GB,5.8
PlaScope (reads),T7-335,50m 44s,3044,50.733333333333334,6.1 GB,6.1
PlaScope (reads),T7-326,58m 43s,3523,58.71666666666667,5.4 GB,5.4
PlaScope (reads),T7-365,31m 44s,1904,31.733333333333334,5.1 GB,5.1
plasmidSPAdes,T7-349,33m 6s,1986,33.1,5.2 GB,5.2
plasmidSPAdes,T7-365,27m 37s,1657,27.616666666666667,4.7 GB,4.7
SPAdes,T7-393,53m 9s,3189,53.15,7.2 GB,7.2
PlaScope (reads),T7-349,47m 44s,2864,47.733333333333334,5.2 GB,5.2
SPAdes,T7-398,27m 4s,1624,27.066666666666666,5 GB,5
SPAdes,T7-410,24m 5s,1445,24.083333333333332,5.1 GB,5.1
plasmidSPAdes,T7-378,45m 14s,2714,45.233333333333334,5.8 GB,5.8
PlaScope (reads),T7-378,50m 57s,3057,50.95,5.9 GB,5.9
SPAdes,T7-402,44m 50s,2690,44.833333333333336,5.1 GB,5.1
SPAdes,T7-394,1h 14m 19s,4459,74.31666666666666,7.4 GB,7.4
SPAdes,T7-424,21m 12s,1272,21.2,4.9 GB,4.9
plasmidSPAdes,T7-398,32m 55s,1975,32.916666666666664,4.7 GB,4.7
PlaScope (reads),T7-410,49m 31s,2971,49.516666666666666,5.1 GB,5.1
SPAdes,T7-414,1h 17m 3s,4623,77.05,7.8 GB,7.8
PlaScope (reads),T7-398,44m 3s,2643,44.05,5.2 GB,5.2
PlaScope (reads),T7-402,1h 15m 39s,4539,75.65,6.7 GB,6.7
plasmidSPAdes,T7-402,59m 42s,3582,59.7,6.6 GB,6.6
plasmidSPAdes,T7-410,39m 33s,2373,39.55,5.1 GB,5.1
SPAdes,T7-425,23m 15s,1395,23.25,4.9 GB,4.9
plasmidSPAdes,T7-424,34m 14s,2054,34.233333333333334,5 GB,5
plasmidSPAdes,T7-393,2h 42m 42s,9762,162.7,10.5 GB,10.5
plasmidSPAdes,T7-425,36m,2160,36,5.1 GB,5.1
PlaScope (reads),T7-393,3h 6m 6s,11166,186.1,10.5 GB,10.5
PlaScope (reads),T7-439,28m 40s,1720,28.666666666666668,5.6 GB,5.6
PlaScope (reads),T7-425,42m 58s,2578,42.96666666666667,5.9 GB,5.9
PlaScope (reads),T7-424,38m 54s,2334,38.9,5.8 GB,5.8
PlaScope (reads),T7-442,28m 39s,1719,28.65,5.6 GB,5.6
SPAdes,T7-442,29m 56s,1796,29.933333333333334,5.1 GB,5.1
SPAdes,T7-445,27m 6s,1626,27.1,4.9 GB,4.9
SPAdes,T7-439,28m 30s,1710,28.5,4.9 GB,4.9
plasmidSPAdes,T7-414,1h 49m 43s,6583,109.71666666666667,11.4 GB,11.4
plasmidSPAdes,T7-439,23m 37s,1417,23.616666666666667,5.1 GB,5.1
SPAdes,T7-457,24m 37s,1477,24.616666666666667,4.7 GB,4.7
plasmidSPAdes,T7-445,21m 6s,1266,21.1,5.1 GB,5.1
plasmidSPAdes,T7-457,19m 11s,1151,19.183333333333334,5 GB,5
PlaScope (reads),T7-414,2h 11m 56s,7916,131.93333333333334,11.5 GB,11.5
PlaScope (reads),T7-457,23m 30s,1410,23.5,5.8 GB,5.8
PlaScope (reads),T7-445,26m 40s,1600,26.666666666666668,5.5 GB,5.5
plasmidSPAdes,T7-460,21m 35s,1295,21.583333333333332,5.1 GB,5.1
PlaScope (reads),T7-460,26m 55s,1615,26.916666666666668,5.4 GB,5.4
plasmidSPAdes,T7-394,3h 43m 37s,13417,223.61666666666667,13.3 GB,13.3
SPAdes,T7-472,14m 28s,868,14.466666666666667,5.1 GB,5.1
plasmidSPAdes,T7-442,25m 14s,1514,25.233333333333334,5.4 GB,5.4
SPAdes,T7-475,15m 57s,957,15.95,5.1 GB,5.1
PlaScope (reads),T7-394,4h 7m 20s,14840,247.33333333333334,13.4 GB,13.4
SPAdes,T7-460,27m 4s,1624,27.066666666666666,5 GB,5
SPAdes,T7-482,17m 15s,1035,17.25,5 GB,5
plasmidSPAdes,T7-472,13m 58s,838,13.966666666666667,5.1 GB,5.1
PlaScope (reads),T7-472,20m 20s,1220,20.333333333333332,5.3 GB,5.3
SPAdes,T7-488,13m 35s,815,13.583333333333334,5.1 GB,5.1
plasmidSPAdes,T7-475,16m 8s,968,16.133333333333333,5.2 GB,5.2
SPAdes,T7-493,21m 26s,1286,21.433333333333334,5.1 GB,5.1
PlasmidHunter,KGMAR-2019-604,1m 52s,112,1.8666666666666667,3.1 GB,3.1
plasmidSPAdes,T7-482,16m 26s,986,16.433333333333334,5.3 GB,5.3
Platon,KGMAR-2019-604,1m 43s,103,1.7166666666666666,4.8 GB,4.8
MOB-suite,KGMAR-2019-604,5m 28s,328,5.466666666666667,982.2 MB,0.9822000000000001
PlaScope (assembly),KGMAR-2019-604,7.8s,8,0.13333333333333333,962.1 MB,0.9621000000000001
Plasmer,KGMAR-2019-604,4m 3s,243,4.05,14.3 GB,14.3
plasmidSPAdes,T7-488,14m 18s,858,14.3,4.8 GB,4.8
Plasmer,KGVET-2020-01-3043-2,2m 52s,172,2.8666666666666667,14.1 GB,14.1
geNomad,KGMAR-2019-604,7m 29s,449,7.483333333333333,18.7 GB,18.7
PlaScope (assembly),KGVET-2020-01-3043-2,4.8s,8,0.13333333333333333,970.1 MB,0.9701000000000001
PLASMe,KGMAR-2019-604,5m 15s,315,5.25,4.1 GB,4.1
geNomad,KGVET-2020-01-3043-2,5m 30s,330,5.5,18.9 GB,18.9
PlasmidHunter,KGVET-2020-01-3043-2,1m 45s,105,1.75,2.9 GB,2.9
Platon,KGVET-2020-01-3043-2,1m 31s,91,1.5166666666666666,4.4 GB,4.4
PlaScope (reads),T7-475,22m 1s,1321,22.016666666666666,5.4 GB,5.4
PlaScope (assembly),KGVET-2020-01-2209-1,5.9s,9,0.15,6.8 MB,0.0068
PLASMe,KGVET-2020-01-3043-2,4m 29s,269,4.483333333333333,3.9 GB,3.9
PlaScope (reads),T7-488,18m 34s,1114,18.566666666666666,5.3 GB,5.3
PlasmidHunter,KGVET-2020-01-2209-1,1m 36s,96,1.6,3.3 GB,3.3
Platon,KGVET-2020-01-2209-1,1m 34s,94,1.5666666666666667,5.6 GB,5.6
Plasmer,KGVET-2020-01-2209-1,3m 15s,195,3.25,14.1 GB,14.1
MOB-suite,KGVET-2020-01-3043-2,4m 37s,277,4.616666666666666,714.3 MB,0.7142999999999999
PLASMe,KGVET-2020-01-2209-1,4m 42s,282,4.7,4.4 GB,4.4
PlaScope (assembly),2018-01-3094,4.6s,6,0.1,16.4 MB,0.016399999999999998
Plasmer,2018-01-3094,2m 30s,150,2.5,15.1 GB,15.1
PlasmidHunter,2018-01-3094,1m 39s,99,1.65,3.1 GB,3.1
geNomad,2018-01-3094,4m 50s,290,4.833333333333333,18.8 GB,18.8
PlaScope (reads),T7-482,22m 35s,1355,22.583333333333332,5.8 GB,5.8
PLASMe,2018-01-3094,4m 20s,260,4.333333333333333,4.1 GB,4.1
Platon,2018-01-3094,1m 31s,91,1.5166666666666666,5 GB,5
MOB-suite,KGVET-2020-01-2209-1,5m 48s,348,5.8,1.3 GB,1.3
PlasmidHunter,KGVET-2020-01-202-1,1m 48s,108,1.8,2.9 GB,2.9
PlaScope (assembly),KGVET-2020-01-202-1,6.4s,4,0.06666666666666667,972.4 MB,0.9724
Platon,KGVET-2020-01-202-1,1m 17s,77,1.2833333333333334,4.6 GB,4.6
Platon,2018-01-1439,1m 36s,96,1.6,5.2 GB,5.2
Plasmer,KGVET-2020-01-202-1,2m 14s,134,2.2333333333333334,14.1 GB,14.1
plasmidSPAdes,T7-493,28m 16s,1696,28.266666666666666,5.5 GB,5.5
MOB-suite,2018-01-3094,5m 13s,313,5.216666666666667,829 MB,0.8290000000000001
PlaScope (assembly),2018-01-1439,5.3s,3,0.05,969.6 MB,0.9696
PLASMe,KGVET-2020-01-202-1,4m 32s,272,4.533333333333333,6.6 GB,6.6
PlasmidHunter,2018-01-1439,1m 50s,110,1.8333333333333333,3.4 GB,3.4
MOB-suite,KGVET-2020-01-202-1,5m 1s,301,5.016666666666667,1.1 GB,1.1
geNomad,KGVET-2020-01-202-1,4m 54s,294,4.9,19 GB,19
PlaScope (assembly),NK_H23_014,6.2s,2,0.03333333333333333,968.1 MB,0.9681000000000001
Plasmer,2018-01-1439,2m 25s,145,2.4166666666666665,15.1 GB,15.1
geNomad,2018-01-1439,5m 7s,307,5.116666666666666,18.8 GB,18.8
PlasmidHunter,NK_H23_014,1m 47s,107,1.7833333333333334,3.3 GB,3.3
Platon,NK_H23_014,1m 31s,91,1.5166666666666666,5.2 GB,5.2
PLASMe,2018-01-1439,4m 24s,264,4.4,4.3 GB,4.3
MOB-suite,2018-01-1439,5m 25s,325,5.416666666666667,1.3 GB,1.3
PlasmidHunter,KGVET-2020-01-3775-3,1m 18s,78,1.3,3 GB,3
PlaScope (assembly),KGVET-2020-01-3775-3,6.2s,2,0.03333333333333333,969.4 MB,0.9694
Plasmer,NK_H23_014,2m 51s,171,2.85,14 GB,14
Plasmer,KGVET-2020-01-3775-3,2m 26s,146,2.433333333333333,14.4 GB,14.4
Platon,KGVET-2020-01-3775-3,1m 22s,82,1.3666666666666667,4.6 GB,4.6
PlaScope (reads),T7-493,32m 40s,1960,32.666666666666664,5.6 GB,5.6
geNomad,NK_H23_014,5m 38s,338,5.633333333333334,19 GB,19
MOB-suite,NK_H23_014,6m 1s,361,6.016666666666667,1.4 GB,1.4
Platon,KGVET-2020-01-4188-1,1m 16s,76,1.2666666666666666,4.5 GB,4.5
PLASMe,NK_H23_014,5m,300,5,8.6 GB,8.6
PlaScope (assembly),KGVET-2020-01-4188-1,5.6s,6,0.1,970.8 MB,0.9708
geNomad,KGVET-2020-01-3775-3,4m 43s,283,4.716666666666667,18.8 GB,18.8
PlasmidHunter,KGVET-2020-01-4188-1,1m 24s,84,1.4,3 GB,3
PLASMe,KGVET-2020-01-3775-3,4m 14s,254,4.233333333333333,4 GB,4
Plasmer,KGVET-2020-01-4188-1,2m 21s,141,2.35,14.2 GB,14.2
MOB-suite,KGVET-2020-01-3775-3,4m 34s,274,4.566666666666666,719.9 MB,0.7199
Platon,KGMAR-2016-1400,1m 32s,92,1.5333333333333334,5.2 GB,5.2
PlaScope (assembly),KGMAR-2016-1400,5s,5,0.08333333333333333,16.5 MB,0.0165
PlaScope (assembly),KGVET-2020-01-2496-3,5.8s,8,0.13333333333333333,971.4 MB,0.9714
PLASMe,KGVET-2020-01-4188-1,4m 4s,244,4.066666666666666,4 GB,4
PlasmidHunter,KGMAR-2016-1400,1m 20s,80,1.3333333333333333,3 GB,3
PlasmidHunter,KGVET-2020-01-2496-3,1m 33s,93,1.55,3.3 GB,3.3
MOB-suite,KGVET-2020-01-4188-1,4m 20s,260,4.333333333333333,722.5 MB,0.7225
Plasmer,KGMAR-2016-1400,2m 57s,177,2.95,14.2 GB,14.2
geNomad,KGVET-2020-01-4188-1,5m 4s,304,5.066666666666666,18.8 GB,18.8
geNomad,KGMAR-2016-1400,4m 56s,296,4.933333333333334,18.7 GB,18.7
Platon,KGVET-2020-01-2496-3,1m 23s,83,1.3833333333333333,5 GB,5
PLASMe,KGMAR-2016-1400,4m 38s,278,4.633333333333334,4.2 GB,4.2
PlaScope (assembly),KGMAR-2016-319,4.6s,6,0.1,963.2 MB,0.9632000000000001
MOB-suite,KGMAR-2016-1400,5m 57s,357,5.95,1.7 GB,1.7
Plasmer,KGVET-2020-01-2496-3,2m 30s,150,2.5,15.1 GB,15.1
Platon,KGMAR-2016-319,1m 23s,83,1.3833333333333333,5 GB,5
PLASMe,KGVET-2020-01-2496-3,4m 5s,245,4.083333333333333,4.2 GB,4.2
Plasmer,KGMAR-2016-319,2m 24s,144,2.4,14.2 GB,14.2
PlasmidHunter,KGMAR-2016-319,1m 32s,92,1.5333333333333334,3.2 GB,3.2
geNomad,KGVET-2020-01-2496-3,4m 57s,297,4.95,18.8 GB,18.8
PlaScope (assembly),2018-01-2640,8.9s,9,0.15,966.3 MB,0.9662999999999999
MOB-suite,KGVET-2020-01-2496-3,4m 39s,279,4.65,802.3 MB,0.8023
Plasmer,2018-01-2640,2m 35s,155,2.5833333333333335,14.2 GB,14.2
PLASMe,KGMAR-2016-319,4m 39s,279,4.65,4.4 GB,4.4
PlasmidHunter,2018-01-2640,1m 39s,99,1.65,3.4 GB,3.4
Platon,2018-01-2640,1m 36s,96,1.6,5.3 GB,5.3
MOB-suite,KGMAR-2016-319,5m 10s,310,5.166666666666667,1.5 GB,1.5
geNomad,KGMAR-2016-319,5m 4s,304,5.066666666666666,18.8 GB,18.8
PLASMe,2018-01-2640,4m 46s,286,4.766666666666667,4.5 GB,4.5
PlaScope (assembly),KGMAR-2016-1198,5s,5,0.08333333333333333,6.8 MB,0.0068
PlaScope (assembly),KGMAR-2016-1397,5.1s,1,0.016666666666666666,953.9 MB,0.9539
MOB-suite,2018-01-2640,5m 46s,346,5.766666666666667,1.6 GB,1.6
geNomad,2018-01-2640,4m 42s,282,4.7,18.9 GB,18.9
PlasmidHunter,KGMAR-2016-1198,1m 47s,107,1.7833333333333334,3.2 GB,3.2
Platon,KGMAR-2016-1198,1m 45s,105,1.75,5.3 GB,5.3
Plasmer,KGMAR-2016-1198,2m 37s,157,2.6166666666666667,14 GB,14
PlasmidHunter,KGMAR-2016-1397,1m 42s,102,1.7,3.1 GB,3.1
Plasmer,KGMAR-2016-1397,2m 33s,153,2.55,15.1 GB,15.1
PLASMe,KGMAR-2016-1198,5m 2s,302,5.033333333333333,4.3 GB,4.3
geNomad,KGMAR-2016-1198,5m 6s,306,5.1,18.7 GB,18.7
Platon,KGMAR-2016-1397,1m 54s,114,1.9,4.8 GB,4.8
MOB-suite,KGMAR-2016-1198,5m 56s,356,5.933333333333334,1.8 GB,1.8
PlaScope (assembly),KGVET-2018-04-44577,5.8s,8,0.13333333333333333,963 MB,0.963
Platon,KGVET-2018-04-44577,1m 16s,76,1.2666666666666666,4.3 GB,4.3
PlasmidHunter,KGVET-2018-04-44577,1m 19s,79,1.3166666666666667,2.9 GB,2.9
PlaScope (assembly),2018-01-778,6.3s,3,0.05,968.7 MB,0.9687000000000001
